Date,Open,High,Low,Close,Adj Close,Volume
2023-02-15,3810.000000,3820.000000,3730.000000,3790.000000,3636.939941,59028200
2023-02-16,3800.000000,3800.000000,3750.000000,3770.000000,3617.747559,49869900
2023-02-17,3770.000000,3770.000000,3720.000000,3760.000000,3608.151367,50369000
2023-02-20,3760.000000,3820.000000,3760.000000,3820.000000,3665.728271,57438900
2023-02-21,3850.000000,3870.000000,3830.000000,3840.000000,3684.920654,63880300
2023-02-22,3850.000000,3870.000000,3800.000000,3860.000000,3704.113037,48505600
2023-02-23,3950.000000,3970.000000,3890.000000,3970.000000,3809.670654,109147100
2023-02-24,4000.000000,4040.000000,3950.000000,4040.000000,3876.843506,142165700
2023-02-27,3990.000000,4000.000000,3920.000000,3960.000000,3800.074463,66461600
2023-02-28,3930.000000,3970.000000,3880.000000,3880.000000,3723.305176,115766900
2023-03-01,3930.000000,3990.000000,3910.000000,3930.000000,3771.285889,47395200
2023-03-02,3900.000000,3930.000000,3880.000000,3880.000000,3723.305176,43208800
2023-03-03,3880.000000,3920.000000,3870.000000,3900.000000,3742.497559,49796000
2023-03-06,3940.000000,3950.000000,3870.000000,3880.000000,3723.305176,50103800
2023-03-07,3890.000000,3910.000000,3850.000000,3880.000000,3723.305176,59086800
2023-03-08,3850.000000,3940.000000,3850.000000,3940.000000,3780.882080,78551000
2023-03-09,3970.000000,4000.000000,3960.000000,3970.000000,3809.670654,68725500
2023-03-10,3960.000000,4020.000000,3930.000000,4010.000000,3848.055176,76136200
2023-03-13,4020.000000,4090.000000,3980.000000,4070.000000,3905.632080,104663300
2023-03-14,4030.000000,4090.000000,4000.000000,4020.000000,3857.651367,111430100
2023-03-15,4050.000000,4050.000000,3990.000000,4010.000000,3848.055176,65025400
2023-03-16,4040.000000,4060.000000,3980.000000,4050.000000,3886.439697,96707900
2023-03-17,4090.000000,4100.000000,4030.000000,4050.000000,3886.439697,232270900
2023-03-20,4050.000000,4050.000000,3940.000000,3990.000000,3828.862793,105982700
2023-03-21,4000.000000,4120.000000,4000.000000,4120.000000,3953.612793,88808200
2023-03-24,4100.000000,4120.000000,4060.000000,4070.000000,3905.632080,96214700
2023-03-27,4100.000000,4120.000000,4030.000000,4050.000000,3886.439697,71556400
2023-03-28,4100.000000,4100.000000,4030.000000,4050.000000,3886.439697,87955300
2023-03-29,4090.000000,4120.000000,4070.000000,4100.000000,3934.420410,113504700
2023-03-30,4050.000000,4130.000000,4040.000000,4090.000000,3924.824463,87690800
2023-03-31,4110.000000,4120.000000,4040.000000,4060.000000,3896.035889,93699000
2023-04-03,4100.000000,4100.000000,4070.000000,4080.000000,3915.228271,56896200
2023-04-04,4080.000000,4100.000000,4040.000000,4060.000000,3896.035889,82969200
2023-04-05,4100.000000,4170.000000,4080.000000,4150.000000,3982.401123,70419100
2023-04-06,4200.000000,4270.000000,4170.000000,4250.000000,4078.362793,125329700
2023-04-10,4250.000000,4300.000000,4190.000000,4300.000000,4126.343262,85757900
2023-04-11,4290.000000,4300.000000,4250.000000,4300.000000,4126.343262,84322900
2023-04-12,4320.000000,4350.000000,4260.000000,4310.000000,4135.939453,178923700
2023-04-13,4340.000000,4350.000000,4290.000000,4340.000000,4164.728027,119431600
2023-04-14,4340.000000,4360.000000,4320.000000,4340.000000,4164.728027,117305500
2023-04-17,4340.000000,4340.000000,4250.000000,4270.000000,4097.555176,59688000
2023-04-18,4240.000000,4280.000000,4230.000000,4270.000000,4097.555176,65644600
2023-04-26,4480.000000,4500.000000,4330.000000,4400.000000,4222.304688,198984100
2023-04-27,4450.000000,4450.000000,4300.000000,4320.000000,4145.535645,58407000
2023-04-28,4270.000000,4320.000000,4220.000000,4250.000000,4078.362793,112116900
2023-05-02,4210.000000,4220.000000,4130.000000,4190.000000,4020.785889,117097400
2023-05-03,4200.000000,4200.000000,4080.000000,4150.000000,3982.401123,158597800
2023-05-04,4170.000000,4190.000000,4140.000000,4150.000000,3982.401123,98421300
2023-05-05,4160.000000,4170.000000,4080.000000,4170.000000,4001.593506,113408100
2023-05-08,4170.000000,4180.000000,4040.000000,4060.000000,3896.035889,121002600
2023-05-09,4050.000000,4090.000000,4030.000000,4070.000000,3905.632080,105907900
2023-05-10,4050.000000,4130.000000,4040.000000,4130.000000,3963.208984,84306600
2023-05-11,4100.000000,4120.000000,4060.000000,4090.000000,3924.824463,74171300
2023-05-12,4050.000000,4050.000000,3950.000000,3980.000000,3819.266602,236777600
2023-05-15,3990.000000,3990.000000,3930.000000,3980.000000,3819.266602,113329300
2023-05-16,4020.000000,4020.000000,3940.000000,3980.000000,3819.266602,68777200
2023-05-17,3980.000000,4020.000000,3960.000000,3990.000000,3828.862793,83183300
2023-05-19,3990.000000,4060.000000,3970.000000,4020.000000,3857.651367,95986000
2023-05-22,4000.000000,4080.000000,3980.000000,4040.000000,3876.843506,115578100
2023-05-23,4030.000000,4080.000000,4030.000000,4040.000000,3876.843506,132751000
2023-05-24,4020.000000,4200.000000,4020.000000,4160.000000,3991.997314,194127500
2023-05-25,4190.000000,4220.000000,4120.000000,4120.000000,3953.612793,122121000
2023-05-26,4140.000000,4160.000000,4110.000000,4130.000000,3963.208984,62211800
2023-05-29,4120.000000,4200.000000,4090.000000,4200.000000,4030.382080,77540300
2023-05-30,4140.000000,4190.000000,4120.000000,4120.000000,3953.612793,78924700
2023-05-31,4120.000000,4160.000000,4040.000000,4040.000000,3876.843506,1155861400
2023-06-05,4060.000000,4130.000000,4020.000000,4080.000000,3915.228271,189129300
2023-06-06,4090.000000,4130.000000,4050.000000,4090.000000,3924.824463,95792700
2023-06-07,4100.000000,4150.000000,4080.000000,4150.000000,3982.401123,127707400
2023-06-08,4160.000000,4180.000000,4120.000000,4170.000000,4001.593506,78989700
2023-06-09,4170.000000,4170.000000,4140.000000,4150.000000,3982.401123,83014700
2023-06-12,4040.000000,4050.000000,4010.000000,4050.000000,4050.000000,94687300
2023-06-13,4040.000000,4060.000000,4030.000000,4030.000000,4030.000000,69609000
2023-06-14,4020.000000,4040.000000,3990.000000,4000.000000,4000.000000,110730800
2023-06-15,3990.000000,4040.000000,3980.000000,4020.000000,4020.000000,85391800
2023-06-16,4020.000000,4030.000000,3960.000000,3970.000000,3970.000000,160978900
2023-06-19,3960.000000,3990.000000,3950.000000,3960.000000,3960.000000,54934100
2023-06-20,3980.000000,3990.000000,3950.000000,3990.000000,3990.000000,55155600
2023-06-21,3970.000000,3980.000000,3950.000000,3980.000000,3980.000000,60191300
2023-06-22,3980.000000,3990.000000,3940.000000,3940.000000,3940.000000,56150900
2023-06-23,3940.000000,3960.000000,3940.000000,3950.000000,3950.000000,41812400
2023-06-26,3940.000000,3990.000000,3940.000000,3990.000000,3990.000000,36011500
2023-06-27,4030.000000,4030.000000,3990.000000,4000.000000,4000.000000,64879900
2023-07-03,4030.000000,4030.000000,3970.000000,4000.000000,4000.000000,75193200
2023-07-04,4000.000000,4010.000000,3970.000000,3970.000000,3970.000000,33974300
2023-07-05,3970.000000,3980.000000,3950.000000,3980.000000,3980.000000,43303000
2023-07-06,3970.000000,3990.000000,3960.000000,3960.000000,3960.000000,68088900
2023-07-07,3960.000000,3980.000000,3950.000000,3960.000000,3960.000000,50474800
2023-07-10,3960.000000,3980.000000,3940.000000,3950.000000,3950.000000,65643300
2023-07-11,3950.000000,3990.000000,3950.000000,3980.000000,3980.000000,89768500
2023-07-12,3980.000000,4010.000000,3970.000000,3980.000000,3980.000000,73770400
2023-07-13,3960.000000,3970.000000,3910.000000,3920.000000,3920.000000,83009900
2023-07-14,3960.000000,3960.000000,3920.000000,3930.000000,3930.000000,64886900
2023-07-17,3950.000000,3970.000000,3910.000000,3910.000000,3910.000000,81399700
2023-07-18,3930.000000,3930.000000,3820.000000,3850.000000,3850.000000,135860500
2023-07-20,3820.000000,3860.000000,3810.000000,3850.000000,3850.000000,88907600
2023-07-21,3840.000000,3870.000000,3840.000000,3860.000000,3860.000000,53955100
2023-07-24,3880.000000,3930.000000,3870.000000,3900.000000,3900.000000,80710100
2023-07-25,3920.000000,3920.000000,3880.000000,3880.000000,3880.000000,66434400
2023-07-26,3890.000000,3900.000000,3830.000000,3880.000000,3880.000000,86732900
2023-07-27,3840.000000,3860.000000,3720.000000,3720.000000,3720.000000,235026400
2023-07-28,3710.000000,3750.000000,3690.000000,3720.000000,3720.000000,181626700
2023-07-31,3700.000000,3750.000000,3670.000000,3720.000000,3720.000000,153583300
2023-08-01,3700.000000,3780.000000,3700.000000,3750.000000,3750.000000,97680500
2023-08-02,3740.000000,3740.000000,3680.000000,3690.000000,3690.000000,121333500
2023-08-03,3670.000000,3760.000000,3670.000000,3720.000000,3720.000000,82013300
2023-08-04,3720.000000,3730.000000,3690.000000,3690.000000,3690.000000,67746800
2023-08-07,3700.000000,3720.000000,3680.000000,3680.000000,3680.000000,94909700
2023-08-08,3680.000000,3760.000000,3680.000000,3730.000000,3730.000000,116329400
2023-08-09,3750.000000,3800.000000,3740.000000,3770.000000,3770.000000,129416100
2023-08-10,3800.000000,3830.000000,3800.000000,3800.000000,3800.000000,140158900
2023-08-11,3830.000000,3840.000000,3790.000000,3810.000000,3810.000000,109714400
2023-08-14,3810.000000,3830.000000,3760.000000,3830.000000,3830.000000,86871800
2023-08-15,3800.000000,3830.000000,3800.000000,3820.000000,3820.000000,80015200
2023-08-16,3790.000000,3830.000000,3750.000000,3830.000000,3830.000000,81507800
2023-08-18,3790.000000,3800.000000,3760.000000,3760.000000,3760.000000,108780100
2023-08-21,3760.000000,3780.000000,3720.000000,3740.000000,3740.000000,64449000
2023-08-22,3740.000000,3780.000000,3730.000000,3750.000000,3750.000000,98059600
2023-08-23,3750.000000,3770.000000,3730.000000,3740.000000,3740.000000,84842500
2023-08-24,3730.000000,3770.000000,3720.000000,3720.000000,3720.000000,82789700
2023-08-25,3700.000000,3730.000000,3700.000000,3720.000000,3720.000000,42049200
2023-08-28,3730.000000,3740.000000,3700.000000,3700.000000,3700.000000,37727500
2023-08-29,3700.000000,3720.000000,3700.000000,3720.000000,3720.000000,53453600
2023-08-30,3730.000000,3850.000000,3720.000000,3810.000000,3810.000000,130027200
2023-08-31,3810.000000,3820.000000,3700.000000,3730.000000,3730.000000,227635800
2023-09-01,3710.000000,3740.000000,3710.000000,3720.000000,3720.000000,82253200
2023-09-04,3720.000000,3750.000000,3710.000000,3730.000000,3730.000000,55881900
2023-09-05,3730.000000,3750.000000,3710.000000,3740.000000,3740.000000,62933300
2023-09-06,3750.000000,3810.000000,3740.000000,3790.000000,3790.000000,98673400
2023-09-07,3780.000000,3790.000000,3730.000000,3760.000000,3760.000000,63054500
2023-09-08,3770.000000,3770.000000,3670.000000,3690.000000,3690.000000,143090100
2023-09-11,3710.000000,3710.000000,3680.000000,3700.000000,3700.000000,76577500
2023-09-12,3700.000000,3740.000000,3700.000000,3710.000000,3710.000000,72170600
2023-09-13,3720.000000,3720.000000,3670.000000,3710.000000,3710.000000,82635900
2023-09-14,3710.000000,3720.000000,3680.000000,3680.000000,3680.000000,55532900
2023-09-15,3680.000000,3780.000000,3670.000000,3720.000000,3720.000000,147757300
2023-09-18,3700.000000,3720.000000,3680.000000,3680.000000,3680.000000,40645900
2023-09-19,3690.000000,3740.000000,3690.000000,3730.000000,3730.000000,38375000
2023-09-20,3740.000000,3850.000000,3740.000000,3810.000000,3810.000000,171751900
2023-09-21,3810.000000,3840.000000,3790.000000,3810.000000,3810.000000,94880700
2023-09-22,3830.000000,3880.000000,3810.000000,3860.000000,3860.000000,101185700
2023-09-25,3810.000000,3830.000000,3770.000000,3770.000000,3770.000000,125817700
2023-09-26,3770.000000,3800.000000,3750.000000,3760.000000,3760.000000,74734500
2023-09-27,3750.000000,3780.000000,3720.000000,3720.000000,3720.000000,83337700
2023-09-29,3730.000000,3800.000000,3730.000000,3750.000000,3750.000000,66219300
2023-10-02,3750.000000,3780.000000,3730.000000,3750.000000,3750.000000,71945000
2023-10-03,3750.000000,3800.000000,3740.000000,3770.000000,3770.000000,61155100
2023-10-04,3800.000000,3800.000000,3740.000000,3780.000000,3780.000000,77527700
2023-10-05,3790.000000,3800.000000,3720.000000,3720.000000,3720.000000,81258900
2023-10-06,3780.000000,3800.000000,3770.000000,3780.000000,3780.000000,60156100
2023-10-09,3770.000000,3780.000000,3750.000000,3760.000000,3760.000000,37711400
2023-10-10,3780.000000,3820.000000,3770.000000,3810.000000,3810.000000,51167900
2023-10-11,3780.000000,3810.000000,3780.000000,3780.000000,3780.000000,83154300
2023-10-12,3820.000000,3870.000000,3800.000000,3830.000000,3830.000000,101645100
2023-10-13,3820.000000,3850.000000,3810.000000,3850.000000,3850.000000,48856500
2023-10-16,3850.000000,3850.000000,3740.000000,3760.000000,3760.000000,117472800
2023-10-17,3780.000000,3810.000000,3770.000000,3790.000000,3790.000000,57046900
2023-10-18,3770.000000,3780.000000,3730.000000,3750.000000,3750.000000,64910600
2023-10-19,3730.000000,3760.000000,3720.000000,3730.000000,3730.000000,62296900
2023-10-20,3720.000000,3730.000000,3690.000000,3700.000000,3700.000000,38978200
2023-10-23,3710.000000,3720.000000,3610.000000,3610.000000,3610.000000,69428400
2023-10-24,3640.000000,3670.000000,3600.000000,3650.000000,3650.000000,67041700
2023-10-25,3650.000000,3680.000000,3580.000000,3600.000000,3600.000000,89567900
2023-10-26,3600.000000,3610.000000,3460.000000,3480.000000,3480.000000,141139700
2023-10-27,3480.000000,3530.000000,3440.000000,3500.000000,3500.000000,99607000
2023-10-30,3500.000000,3500.000000,3390.000000,3420.000000,3420.000000,82945500
2023-10-31,3400.000000,3510.000000,3400.000000,3490.000000,3490.000000,66801600
2023-11-01,3600.000000,3700.000000,3600.000000,3620.000000,3620.000000,154441100
2023-11-02,3690.000000,3690.000000,3620.000000,3620.000000,3620.000000,69582500
2023-11-03,3590.000000,3630.000000,3540.000000,3570.000000,3570.000000,85146800
2023-11-06,3610.000000,3650.000000,3600.000000,3650.000000,3650.000000,66902400
2023-11-07,3600.000000,3610.000000,3550.000000,3570.000000,3570.000000,103642200
2023-11-08,3520.000000,3540.000000,3500.000000,3520.000000,3520.000000,103415400
2023-11-09,3500.000000,3570.000000,3500.000000,3530.000000,3530.000000,96594900
2023-11-10,3520.000000,3550.000000,3490.000000,3550.000000,3550.000000,48619500
2023-11-13,3570.000000,3570.000000,3510.000000,3520.000000,3520.000000,37975400
2023-11-14,3500.000000,3540.000000,3500.000000,3500.000000,3500.000000,45987000
2023-11-15,3520.000000,3570.000000,3520.000000,3550.000000,3550.000000,114104500
2023-11-16,3550.000000,3550.000000,3510.000000,3540.000000,3540.000000,41789400
2023-11-17,3530.000000,3550.000000,3480.000000,3550.000000,3550.000000,55585600
2023-11-20,3560.000000,3600.000000,3540.000000,3590.000000,3590.000000,39932700
2023-11-21,3590.000000,3620.000000,3580.000000,3620.000000,3620.000000,68255800
2023-11-22,3610.000000,3630.000000,3590.000000,3610.000000,3610.000000,34555300
2023-11-23,3610.000000,3630.000000,3590.000000,3600.000000,3600.000000,57385100
2023-11-24,3600.000000,3620.000000,3570.000000,3620.000000,3620.000000,34583700
2023-11-27,3640.000000,3730.000000,3640.000000,3680.000000,3680.000000,73888700
2023-11-28,3680.000000,3800.000000,3680.000000,3770.000000,3770.000000,106829100
2023-11-29,3750.000000,3770.000000,3700.000000,3720.000000,3720.000000,56467400
2023-11-30,3750.000000,3820.000000,3740.000000,3760.000000,3760.000000,258522400
2023-12-01,3790.000000,3840.000000,3790.000000,3830.000000,3830.000000,81037200
2023-12-04,3840.000000,3860.000000,3780.000000,3810.000000,3810.000000,118483900
2023-12-05,3830.000000,3850.000000,3800.000000,3850.000000,3850.000000,74608900
2023-12-06,3900.000000,3950.000000,3870.000000,3920.000000,3920.000000,149345100
2023-12-07,3950.000000,3950.000000,3880.000000,3910.000000,3910.000000,91076200
2023-12-08,3940.000000,3940.000000,3900.000000,3940.000000,3940.000000,61476300
2023-12-11,3870.000000,3980.000000,3850.000000,3980.000000,3980.000000,99365500
2023-12-12,3940.000000,3950.000000,3890.000000,3910.000000,3910.000000,58707700
2023-12-13,3870.000000,3920.000000,3870.000000,3920.000000,3920.000000,54386800
2023-12-14,3880.000000,3960.000000,3880.000000,3940.000000,3940.000000,70705300
2023-12-15,3940.000000,3980.000000,3900.000000,3980.000000,3980.000000,109064200
2023-12-18,3940.000000,3970.000000,3930.000000,3970.000000,3970.000000,60940400
2023-12-19,3950.000000,3970.000000,3940.000000,3970.000000,3970.000000,32984500
2023-12-20,3960.000000,3990.000000,3960.000000,3960.000000,3960.000000,59574800
2023-12-21,3960.000000,3970.000000,3930.000000,3950.000000,3950.000000,48242100
2023-12-22,3980.000000,3980.000000,3950.000000,3960.000000,3960.000000,28222700
2023-12-27,3990.000000,4000.000000,3920.000000,3940.000000,3940.000000,73157200
2023-12-28,3960.000000,3970.000000,3940.000000,3960.000000,3960.000000,34024400
2023-12-29,3960.000000,3980.000000,3940.000000,3950.000000,3950.000000,27497600
2024-01-02,3950.000000,3990.000000,3940.000000,3990.000000,3990.000000,23774100
2024-01-03,3990.000000,3990.000000,3950.000000,3960.000000,3960.000000,22018500
